1600181663.560:10945552,1997:"/usr/bin/sudo",open,0xc93cb,"/etc/passwd"
1600181663.560:10945554,1997:"/usr/bin/sudo",read,0xbf4a1,"/etc/hosts"
1600181663.560:10945557,1997:"/usr/bin/sudo",open,0xbfcbf,"/etc/security/pam_env.conf"
1600181663.560:10945558,1997:"/usr/bin/sudo",read,0xbfcbf,"/etc/security/pam_env.conf"
1600181663.560:10945559,1997:"/usr/bin/sudo",read,0xbfcbf,"/etc/security/pam_env.conf"
1600181663.560:10945561,1997:"/usr/bin/sudo",open,0xbf498,"/etc/environment"
1600181663.560:10945562,1997:"/usr/bin/sudo",read,0xbf498,"/etc/environment"
1600181663.560:10945563,1997:"/usr/bin/sudo",read,0xbf498,"/etc/environment"
1600181663.560:10945565,1997:"/usr/bin/sudo",open,0xbfcbf,"/etc/security/pam_env.conf"
1600181663.560:10945566,1997:"/usr/bin/sudo",read,0xbfcbf,"/etc/security/pam_env.conf"
1600181663.560:10945567,1997:"/usr/bin/sudo",read,0xbfcbf,"/etc/security/pam_env.conf"
1600181663.560:10945569,1997:"/usr/bin/sudo",open,0xc361e,"/etc/default/locale"
1600181663.560:10945570,1997:"/usr/bin/sudo",read,0xc361e,"/etc/default/locale"
1600181663.560:10945571,1997:"/usr/bin/sudo",read,0xc361e,"/etc/default/locale"
1600181663.560:10945573,1997:"/usr/bin/sudo",open,0xbf4b3,"/etc/login.defs"
1600181663.560:10945574,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.560:10945575,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.560:10945577,1997:"/usr/bin/sudo",open,0xbf4b3,"/etc/login.defs"
1600181663.560:10945578,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.560:10945579,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.560:10945581,1997:"/usr/bin/sudo",open,0xc93cb,"/etc/passwd"
1600181663.560:10945583,1997:"/usr/bin/sudo",open,0xbf4b3,"/etc/login.defs"
1600181663.560:10945584,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.560:10945585,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.560:10945586,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.560:10945588,1997:"/usr/bin/sudo",open,0x12f,"/var/run/utmp"
1600181663.560:10945589,1997:"/usr/bin/sudo",read,0x12f,"/var/run/utmp"
1600181663.560:10945590,1997:"/usr/bin/sudo",read,0x12f,"/var/run/utmp"
1600181663.560:10945591,1997:"/usr/bin/sudo",read,0x12f,"/var/run/utmp"
1600181663.560:10945592,1997:"/usr/bin/sudo",read,0x12f,"/var/run/utmp"
1600181663.560:10945593,1997:"/usr/bin/sudo",read,0x12f,"/var/run/utmp"
1600181663.560:10945602,1998:"/usr/bin/sudo",open,0x2c8eed,"/proc/self/fd"
1600181663.560:10945607,1998:"/sbin/auditctl",execve,0,"/sbin/auditctl"
1600181663.560:10945608,1998:"/sbin/auditctl",open,0xc93bd,"/etc/ld.so.cache"
1600181663.560:10945610,1998:"/sbin/auditctl",open,0xe09b9,"/lib/x86_64-linux-gnu/libaudit.so.1"
1600181663.560:10945611,1998:"/sbin/auditctl",read,0xe09b9,"/lib/x86_64-linux-gnu/libaudit.so.1"
1600181663.560:10945613,1998:"/sbin/auditctl",open,0xe083e,"/lib/x86_64-linux-gnu/libauparse.so.0"
1600181663.560:10945614,1998:"/sbin/auditctl",read,0xe083e,"/lib/x86_64-linux-gnu/libauparse.so.0"
1600181663.560:10945616,1998:"/sbin/auditctl",open,0xe09c2,"/lib/x86_64-linux-gnu/libc.so.6"
1600181663.560:10945617,1998:"/sbin/auditctl",read,0xe09c2,"/lib/x86_64-linux-gnu/libc.so.6"
1600181663.680:10945628,1997:"/usr/bin/sudo",read,0xbf4a1,"/etc/hosts"
1600181663.680:10945629,1997:"/usr/bin/sudo",open,0xbf4b3,"/etc/login.defs"
1600181663.680:10945630,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.680:10945631,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
1600181663.680:10945632,1997:"/usr/bin/sudo",read,0xbf4b3,"/etc/login.defs"
